Data,Atendimentos diários,Ouvidorias,Controle,Ouvidorias L1,Ouvidorias L2,Ouvidorias L3,Ouvidorias L4,Controle L1,Ouvidorias demais níveis,Controle demais níveis
09/07/2024,1.011,13,"1,29%",7,4,1,1,"0,69%",6,"0,59%"
10/07/2024,1.948,20,"1,03%",10,7,2,1,"0,51%",10,"0,51%"
11/07/2024,1.151,15,"1,30%",8,3,2,2,"0,70%",7,"0,61%"
12/07/2024,990,16,"1,62%",11,3,1,1,"1,11%",5,"0,51%"
13/07/2024,203,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
14/07/2024,151,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
15/07/2024,1.085,13,"1,20%",7,3,1,2,"0,65%",6,"0,55%"
16/07/2024,1.178,6,"0,51%",3,1,2,0,"0,25%",3,"0,25%"
17/07/2024,1.089,14,"1,29%",6,6,0,2,"0,55%",8,"0,73%"
18/07/2024,971,20,"2,06%",7,7,2,4,"0,72%",13,"1,34%"
19/07/2024,800,15,"1,88%",8,4,0,3,"1,00%",7,"0,88%"
20/07/2024,178,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
21/07/2024,125,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
22/07/2024,1.057,8,"0,76%",6,2,0,0,"0,57%",2,"0,19%"
23/07/2024,1.215,12,"0,99%",5,6,0,1,"0,41%",7,"0,58%"
24/07/2024,1.016,5,"0,49%",2,2,0,1,"0,20%",3,"0,30%"
25/07/2024,952,9,"0,95%",4,4,1,0,"0,42%",5,"0,53%"
26/07/2024,763,4,"0,52%",1,2,1,0,"0,13%",3,"0,39%"
27/07/2024,178,3,"1,69%",2,1,0,0,"1,12%",1,"0,56%"
28/07/2024,116,2,"1,72%",0,1,0,1,"0,00%",2,"1,72%"
29/07/2024,1.081,16,"1,48%",7,4,2,3,"0,65%",9,"0,83%"
30/07/2024,1.022,10,"0,98%",3,3,1,3,"0,29%",7,"0,68%"
31/07/2024,1.075,9,"0,84%",5,3,0,1,"0,47%",4,"0,37%"
01/08/2024,1383,9,"0,65%",4,2,1,2,"0,29%",5,"0,36%"
02/08/2024,1108,10,"0,90%",3,4,1,2,"0,27%",7,"0,63%"
03/08/2024,241,4,"1,66%",3,1,0,0,"1,24%",1,"0,41%"
04/08/2024,169,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
05/08/2024,1527,18,"1,18%",12,3,0,3,"0,79%",6,"0,39%"
06/08/2024,1117,12,"1,07%",8,2,1,1,"0,72%",4,"0,36%"
07/08/2024,1296,14,"1,08%",5,4,1,4,"0,39%",9,"0,69%"
08/08/2024,1319,15,"1,14%",8,3,3,1,"0,61%",7,"0,53%"
09/08/2024,923,8,"0,87%",2,5,0,1,"0,22%",6,"0,65%"
10/08/2024,223,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
11/08/2024,94,1,"1,06%",0,1,0,0,"0,00%",1,"1,06%"
12/08/2024,1169,23,"1,97%",9,7,3,4,"0,77%",14,"1,20%"
13/08/2024,1027,13,"1,27%",5,6,0,2,"0,49%",8,"0,78%"
14/08/2024,923,14,"1,52%",4,5,4,1,"0,43%",10,"1,08%"
15/08/2024,896,8,"0,89%",4,4,0,0,"0,45%",4,"0,45%"
16/08/2024,883,7,"0,79%",1,5,0,1,"0,11%",6,"0,68%"
17/08/2024,169,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
18/08/2024,104,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
19/08/2024,1224,12,"0,98%",5,5,1,1,"0,41%",7,"0,57%"
20/08/2024,1.233,17,"1,38%",9,1,2,5,"0,73%",8,"0,65%"
21/08/2024,982,12,"1,22%",6,4,0,2,"0,61%",6,"0,61%"
22/08/2024,893,8,"0,90%",3,1,1,3,"0,34%",5,"0,56%"
23/08/2024,756,4,"0,53%",2,1,0,1,"0,26%",2,"0,26%"
24/08/2024,189,2,"1,06%",0,1,0,1,"0,00%",2,"1,06%"
25/08/2024,173,1,"0,58%",1,0,0,0,"0,58%",0,"0,00%"
26/08/2024,1.520,5,"0,33%",4,1,0,0,"0,26%",1,"0,07%"
27/08/2024,1.153,9,"0,78%",2,4,1,2,"0,17%",7,"0,61%"
28/08/2024,941,9,"0,96%",4,1,1,3,"0,43%",5,"0,53%"
29/08/2024,866,3,"0,35%",0,2,0,1,"0,00%",3,"0,35%"
30/08/2024,900,9,"1,00%",5,2,1,1,"0,56%",4,"0,44%"
31/08/2024,194,1,"0,52%",1,0,0,0,"0,52%",0,"0,00%"
01/09/2024,101,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/09/2024,1467,13,"0,89%",7,3,2,1,"0,48%",6,"0,41%"
03/09/2024,1502,9,"0,60%",5,1,1,2,"0,33%",4,"0,27%"
04/09/2024,1373,17,"1,24%",6,6,5,0,"0,44%",11,"0,80%"
05/09/2024,1392,23,"1,65%",13,5,2,3,"0,93%",10,"0,72%"
06/09/2024,891,10,"1,12%",4,3,2,1,"0,45%",6,"0,67%"
07/09/2024,120,3,"2,50%",0,2,1,0,"0,00%",3,"2,50%"
08/09/2024,142,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/09/2024,1100,8,"0,73%",2,5,0,1,"0,18%",6,"0,55%"
10/09/2024,1.105,11,"1,00%",4,3,0,4,"0,36%",7,"0,63%"
11/09/2024,968,14,"1,45%",7,6,1,0,"0,72%",7,"0,72%"
12/09/2024,897,4,"0,45%",0,2,1,1,"0,00%",4,"0,45%"
13/09/2024,690,1,"0,14%",1,0,0,0,"0,14%",0,"0,00%"
14/09/2024,147,2,"1,36%",0,2,0,0,"0,00%",2,"1,36%"
15/09/2024,92,1,"1,09%",0,0,1,0,"0,00%",1,"1,09%"
16/09/2024,1206,6,"0,50%",4,1,0,1,"0,33%",2,"0,17%"
17/09/2024,975,7,"0,72%",5,1,1,0,"0,51%",2,"0,21%"
18/09/2024,1006,7,"0,70%",4,1,0,2,"0,40%",3,"0,30%"
19/09/2024,971,3,"0,31%",2,1,0,0,"0,21%",1,"0,10%"
20/09/2024,627,2,"0,32%",0,1,0,1,"0,00%",2,"0,32%"
21/09/2024,149,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
22/09/2024,107,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
23/09/2024,934,10,"1,07%",7,1,1,1,"0,75%",3,"0,32%"
24/09/2024,867,17,"1,96%",7,7,0,3,"0,81%",10,"1,15%"
25/09/2024,855,12,"1,40%",2,6,1,3,"0,23%",10,"1,17%"
26/09/2024,855,9,"1,05%",4,4,0,1,"0,47%",5,"0,58%"
27/09/2024,712,2,"0,28%",0,1,0,1,"0,00%",2,"0,28%"
28/09/2024,712,1,"0,14%",0,1,0,0,"0,00%",1,"0,14%"
29/09/2024,113,1,"0,88%",0,0,0,1,"0,00%",1,"0,88%"
30/09/2024,954,9,"0,94%",3,3,0,3,"0,31%",6,"0,63%"
01/10/2024,1319,17,"1,29%",5,7,1,4,"0,38%",12,"0,91%"
02/10/2024,1562,15,"0,96%",6,8,0,1,"0,38%",9,"0,58%"
03/10/2024,1281,9,"0,70%",7,2,0,0,"0,55%",2,"0,16%"
04/10/2024,898,9,"1,00%",5,4,0,0,"0,56%",4,"0,45%"
05/10/2024,190,1,"0,53%",0,0,0,1,"0,00%",1,"0,53%"
06/10/2024,98,1,"1,02%",0,1,0,0,"0,00%",1,"1,02%"
07/10/2024,1074,9,"0,84%",2,7,0,0,"0,19%",7,"0,65%"
08/10/2024,1071,9,"0,84%",4,3,0,2,"0,37%",5,"0,47%"
09/10/2024,1182,14,"1,18%",8,4,1,1,"0,68%",6,"0,51%"
10/10/2024,1167,8,"0,69%",5,3,0,0,"0,43%",3,"0,26%"
11/10/2024,1238,14,"1,13%",9,1,2,2,"0,73%",5,"0,40%"
12/10/2024,144,1,"0,69%",0,1,0,0,"0,00%",1,"0,69%"
13/10/2024,123,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
14/10/2024,1001,7,"0,70%",4,2,0,1,"0,40%",3,"0,30%"
15/10/2024,1023,16,"1,56%",6,9,1,0,"0,59%",10,"0,98%"
16/10/2024,967,5,"0,52%",2,2,0,1,"0,21%",3,"0,31%"
17/10/2024,1.299,11,"0,85%",7,4,0,0,"0,54%",4,"0,31%"
18/10/2024,804,6,"0,75%",3,2,0,1,"0,37%",3,"0,37%"
19/10/2024,201,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
20/10/2024,121,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
21/10/2024,1.202,12,"1,00%",7,3,2,0,"0,58%",5,"0,42%"
22/10/2024,960,10,"1,04%",4,3,2,1,"0,42%",6,"0,63%"
23/10/2024,953,12,"1,26%",7,1,1,3,"0,73%",5,"0,52%"
24/10/2024,1.182,13,"1,10%",7,5,0,1,"0,59%",6,"0,51%"
25/10/2024,788,4,"0,51%",3,0,0,1,"0,38%",1,"0,13%"
26/10/2024,174,2,"1,15%",1,0,1,0,"0,57%",1,"0,57%"
27/10/2024,113,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
28/10/2024,911,8,"0,88%",5,1,1,1,"0,55%",3,"0,33%"
29/10/2024,909,8,"0,88%",5,1,1,1,"0,55%",3,"0,33%"
30/10/2024,1123,3,"0,27%",0,2,1,0,"0,00%",3,"0,27%"
31/10/2024,948,11,"1,16%",5,5,0,1,"0,53%",6,"0,63%"
01/11/2024,837,7,"0,84%",5,1,0,1,"0,60%",2,"0,24%"
02/11/2024,148,2,"1,35%",1,1,0,0,"0,68%",1,"0,68%"
03/11/2024,147,2,"1,36%",2,0,0,0,"1,36%",0,"0,00%"
04/11/2024,1273,14,"1,10%",8,4,2,0,"0,63%",6,"0,47%"
05/11/2024,1251,13,"1,04%",6,6,1,0,"0,48%",7,"0,56%"
06/11/2024,1143,20,"1,75%",15,1,3,1,"1,31%",5,"0,44%"
07/11/2024,1220,10,"0,82%",6,0,2,2,"0,49%",4,"0,33%"
08/11/2024,814,6,"0,74%",4,2,0,0,"0,49%",2,"0,25%"
09/11/2024,191,3,"1,57%",2,1,0,0,"1,05%",1,"0,52%"
10/11/2024,112,1,"0,89%",0,0,1,0,"0,00%",1,"0,89%"
11/11/2024,1407,8,"0,57%",4,2,1,1,"0,28%",4,"0,28%"
12/11/2024,1022,15,"1,47%",12,1,1,1,"1,17%",3,"0,29%"
13/11/2024,946,3,"0,32%",1,0,1,1,"0,11%",2,"0,21%"
14/11/2024,808,8,"0,99%",3,2,2,1,"0,37%",5,"0,62%"
15/11/2024,154,2,"1,30%",0,0,1,1,"0,00%",2,"1,30%"
16/11/2024,158,1,"0,63%",0,1,0,0,"0,00%",1,"0,63%"
17/11/2024,123,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
18/11/2024,1024,9,"0,88%",6,3,0,0,"0,59%",3,"0,29%"
19/11/2024,858,8,"0,93%",8,0,0,0,"0,93%",0,"0,00%"
20/11/2024,319,3,"0,94%",1,2,0,0,"0,31%",2,"0,63%"
21/11/2024,926,3,"0,32%",2,0,1,0,"0,22%",1,"0,11%"
22/11/2024,708,7,"0,99%",5,1,1,0,"0,71%",2,"0,28%"
23/11/2024,181,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
24/11/2024,104,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
25/11/2024,958,7,"0,73%",6,0,0,1,"0,63%",1,"0,10%"
26/11/2024,885,8,"0,90%",7,1,0,0,"0,79%",1,"0,11%"
27/11/2024,771,8,"1,04%",3,2,3,0,"0,39%",5,"0,65%"
28/11/2024,783,6,"0,77%",4,0,1,1,"0,51%",2,"0,26%"
29/11/2024,638,2,"0,31%",0,0,1,1,"0,00%",2,"0,31%"
30/11/2024,175,1,"0,57%",0,1,0,0,"0,00%",1,"0,57%"
01/12/2024,128,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/12/2024,3664,11,"0,30%",8,2,0,1,"0,22%",3,"0,08%"
03/12/2024,3538,13,"0,37%",7,5,0,1,"0,20%",6,"0,17%"
04/12/2024,3362,11,"0,33%",5,2,2,2,"0,15%",6,"0,18%"
05/12/2024,3430,6,"0,17%",4,2,0,0,"0,12%",2,"0,06%"
06/12/2024,2859,4,"0,14%",1,2,0,1,"0,03%",3,"0,10%"
07/12/2024,195,2,"1,03%",0,1,0,1,"0,00%",2,"1,03%"
08/12/2024,130,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/12/2024,3478,3,"0,09%",1,0,1,1,"0,03%",2,"0,06%"
10/12/2024,3423,4,"0,12%",3,1,0,0,"0,09%",1,"0,03%"
11/12/2024,3118,11,"0,35%",5,2,3,1,"0,16%",6,"0,19%"
12/12/2024,2968,4,"0,13%",2,0,1,1,"0,07%",2,"0,07%"
13/12/2024,2520,8,"0,32%",4,3,0,1,"0,16%",4,"0,16%"
14/12/2024,165,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
15/12/2024,88,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/12/2024,3141,5,"0,16%",3,2,0,0,"0,10%",2,"0,06%"
17/12/2024,2858,8,"0,28%",4,1,2,1,"0,14%",4,"0,14%"
18/12/2024,2794,5,"0,18%",4,1,0,0,"0,14%",1,"0,04%"
19/12/2024,2979,4,"0,13%",4,0,0,0,"0,13%",0,"0,00%"
20/12/2024,2247,13,"0,58%",9,2,0,2,"0,40%",4,"0,18%"
21/12/2024,163,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
22/12/2024,79,1,"1,27%",1,0,0,0,"1,27%",0,"0,00%"
23/12/2024,1805,7,"0,39%",2,2,2,1,"0,11%",5,"0,28%"
24/12/2024,319,1,"0,31%",1,0,0,0,"0,31%",0,"0,00%"
25/12/2024,44,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
26/12/2024,1744,1,"0,06%",0,1,0,0,"0,00%",1,"0,06%"
27/12/2024,1773,7,"0,39%",2,3,1,1,"0,11%",5,"0,28%"
28/12/2024,173,2,"1,16%",1,0,0,1,"0,58%",1,"0,58%"
29/12/2024,89,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
30/12/2024,1690,2,"0,12%",0,2,0,0,"0,00%",2,"0,12%"
31/12/2024,359,1,"0,28%",1,0,0,0,"0,28%",0,"0,00%"
01/01/2025,83,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/01/2025,2751,6,"0,22%",5,0,1,0,"0,18%",1,"0,04%"
03/01/2025,2988,3,"0,10%",1,1,0,1,"0,03%",2,"0,07%"
04/01/2025,230,1,"0,43%",0,0,1,0,"0,00%",1,"0,43%"
05/01/2025,173,2,"1,16%",2,0,0,0,"1,16%",0,"0,00%"
06/01/2025,3759,13,"0,35%",7,5,0,1,"0,19%",6,"0,16%"
07/01/2025,3874,12,"0,31%",6,4,0,2,"0,15%",6,"0,15%"
08/01/2025,4021,5,"0,12%",4,0,0,1,"0,10%",1,"0,02%"
09/01/2025,3664,11,"0,30%",5,4,1,1,"0,14%",6,"0,16%"
10/01/2025,3298,9,"0,27%",5,2,1,1,"0,15%",4,"0,12%"
11/01/2025,271,1,"0,37%",1,0,0,0,"0,37%",0,"0,00%"
12/01/2025,154,1,"0,65%",1,0,0,0,"0,65%",0,"0,00%"
13/01/2025,4187,5,"0,12%",4,1,0,0,"0,10%",1,"0,02%"
14/01/2025,3836,10,"0,26%",5,3,1,1,"0,13%",5,"0,13%"
15/01/2025,4234,5,"0,12%",3,1,0,1,"0,07%",2,"0,05%"
16/01/2025,4583,10,"0,22%",5,4,0,1,"0,11%",5,"0,11%"
17/01/2025,3759,7,"0,19%",5,1,0,1,"0,13%",2,"0,05%"
18/01/2025,215,2,"0,93%",1,1,0,0,"0,47%",1,"0,47%"
19/01/2025,127,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
20/01/2025,3675,9,"0,24%",3,4,0,2,"0,08%",6,"0,16%"
21/01/2025,4316,11,"0,25%",6,4,0,1,"0,14%",5,"0,12%"
22/01/2025,4091,12,"0,29%",5,3,3,1,"0,12%",7,"0,17%"
23/01/2025,5646,22,"0,39%",4,13,3,2,"0,07%",18,"0,32%"
24/01/2025,3972,10,"0,25%",1,6,0,3,"0,03%",9,"0,23%"
25/01/2025,189,2,"1,06%",1,1,0,0,"0,53%",1,"0,53%"
26/01/2025,135,1,"0,74%",0,1,0,0,"0,00%",1,"0,74%"
27/01/2025,4523,16,"0,35%",11,3,0,2,"0,24%",5,"0,11%"
28/01/2025,4439,21,"0,47%",5,11,5,0,"0,11%",16,"0,36%"
29/01/2025,3631,23,"0,63%",6,9,3,5,"0,17%",17,"0,47%"
30/01/2025,3790,13,"0,34%",2,8,2,1,"0,05%",11,"0,29%"
31/01/2025,3302,7,"0,21%",5,2,0,0,"0,15%",2,"0,06%"
01/02/2025,234,1,"0,43%",0,0,0,1,"0,00%",1,"0,43%"
02/02/2025,157,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/02/2025,4130,17,"0,41%",3,10,3,1,"0,07%",14,"0,34%"
04/02/2025,3993,18,"0,45%",8,8,1,1,"0,20%",10,"0,25%"
05/02/2025,4179,17,"0,41%",5,6,3,3,"0,12%",12,"0,29%"
06/02/2025,3964,12,"0,30%",2,6,3,1,"0,05%",10,"0,25%"
07/02/2025,3836,7,"0,18%",4,1,2,0,"0,10%",3,"0,08%"
08/02/2025,242,5,"2,07%",2,1,1,1,"0,83%",3,"1,24%"
09/02/2025,204,1,"0,49%",0,1,0,0,"0,00%",1,"0,49%"
10/02/2025,5687,9,"0,16%",2,5,0,2,"0,04%",7,"0,12%"
11/02/2025,4353,17,"0,39%",5,10,1,1,"0,11%",12,"0,28%"
12/02/2025,4070,14,"0,34%",5,6,0,3,"0,12%",9,"0,22%"
13/02/2025,3952,21,"0,53%",12,5,2,2,"0,30%",9,"0,23%"
14/02/2025,7581,26,"0,34%",15,10,1,0,"0,20%",11,"0,15%"
15/02/2025,203,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/02/2025,145,2,"1,38%",2,0,0,0,"1,38%",0,"0,00%"
17/02/2025,4177,21,"0,50%",10,7,2,2,"0,24%",11,"0,26%"
18/02/2025,3658,13,"0,36%",7,6,0,0,"0,19%",6,"0,16%"
19/02/2025,3681,13,"0,35%",6,7,0,0,"0,16%",7,"0,19%"
20/02/2025,3524,12,"0,34%",4,5,1,2,"0,11%",8,"0,23%"
21/02/2025,2988,13,"0,44%",5,5,2,1,"0,17%",8,"0,27%"
22/02/2025,238,1,"0,42%",0,1,0,0,"0,00%",1,"0,42%"
23/02/2025,156,1,"0,64%",1,0,0,0,"0,64%",0,"0,00%"
24/02/2025,3695,10,"0,27%",3,3,0,4,"0,08%",7,"0,19%"
25/02/2025,3558,8,"0,22%",3,2,1,2,"0,08%",5,"0,14%"
26/02/2025,3235,10,"0,31%",3,4,1,2,"0,09%",7,"0,22%"
27/02/2025,3146,13,"0,41%",5,3,1,4,"0,16%",8,"0,25%"
28/02/2025,2687,9,"0,33%",2,4,2,1,"0,07%",7,"0,26%"
01/03/2025,145,2,"1,38%",0,0,0,2,"0,00%",2,"1,38%"
02/03/2025,80,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/03/2025,591,6,"1,02%",2,2,1,1,"0,34%",4,"0,68%"
04/03/2025,436,1,"0,23%",1,0,0,0,"0,23%",0,"0,00%"
05/03/2025,2770,15,"0,54%",5,5,0,5,"0,18%",10,"0,36%"
06/03/2025,3992,10,"0,25%",6,2,0,2,"0,15%",4,"0,10%"
07/03/2025,4227,15,"0,35%",6,5,2,2,"0,14%",9,"0,21%"
08/03/2025,293,1,"0,34%",1,0,0,0,"0,34%",0,"0,00%"
09/03/2025,152,1,"0,66%",1,0,0,0,"0,66%",0,"0,00%"
10/03/2025,5156,23,"0,45%",19,4,0,0,"0,37%",4,"0,08%"
11/03/2025,5704,28,"0,49%",11,11,5,1,"0,19%",17,"0,30%"
12/03/2025,4877,29,"0,59%",17,8,2,2,"0,35%",12,"0,25%"
13/03/2025,3933,17,"0,43%",7,6,1,3,"0,18%",10,"0,25%"
14/03/2025,3230,21,"0,65%",5,11,4,1,"0,15%",16,"0,50%"
15/03/2025,215,5,"2,33%",4,0,0,1,"1,86%",1,"0,47%"
16/03/2025,149,2,"1,34%",2,0,0,0,"1,34%",0,"0,00%"
17/03/2025,4054,13,"0,32%",6,6,0,1,"0,15%",7,"0,17%"
18/03/2025,3557,25,"0,70%",10,11,2,2,"0,28%",15,"0,42%"
19/03/2025,3452,18,"0,52%",7,8,0,3,"0,20%",11,"0,32%"
20/03/2025,3337,16,"0,48%",6,7,0,3,"0,18%",10,"0,30%"
21/03/2025,4285,19,"0,44%",11,6,2,0,"0,26%",8,"0,19%"
22/03/2025,205,2,"0,98%",2,0,0,0,"0,98%",0,"0,00%"
23/03/2025,123,1,"0,81%",0,1,0,0,"0,00%",1,"0,81%"
24/03/2025,3542,13,"0,37%",8,1,3,1,"0,23%",5,"0,14%"
25/03/2025,3353,12,"0,36%",3,5,3,1,"0,09%",9,"0,27%"
26/03/2025,3438,10,"0,29%",6,3,0,1,"0,17%",4,"0,12%"
27/03/2025,3442,10,"0,29%",5,3,0,2,"0,15%",5,"0,15%"
28/03/2025,2860,11,"0,38%",6,2,3,0,"0,21%",5,"0,17%"
29/03/2025,211,2,"0,95%",2,0,0,0,"0,95%",0,"0,00%"
30/03/2025,120,1,"0,83%",1,0,0,0,"0,83%",0,"0,00%"
31/03/2025,3483,10,"0,29%",5,4,1,0,"0,14%",5,"0,14%"
01/04/2025,3773,12,"0,32%",8,0,2,2,"0,21%",4,"0,11%"
02/04/2025,3617,10,"0,28%",4,6,0,0,"0,11%",6,"0,17%"
03/04/2025,4046,15,"0,37%",8,4,1,2,"0,20%",7,"0,17%"
04/04/2025,3800,12,"0,32%",8,3,0,1,"0,21%",4,"0,11%"
05/04/2025,314,5,"1,59%",2,3,0,0,"0,64%",3,"0,96%"
06/04/2025,158,1,"0,63%",1,0,0,0,"0,63%",0,"0,00%"
07/04/2025,4018,16,"0,40%",11,4,1,0,"0,27%",5,"0,12%"
08/04/2025,3876,9,"0,23%",5,3,1,0,"0,13%",4,"0,10%"
09/04/2025,3938,12,"0,30%",6,3,3,0,"0,15%",6,"0,15%"
10/04/2025,3633,18,"0,50%",8,7,1,2,"0,22%",10,"0,28%"
11/04/2025,2695,15,"0,56%",7,6,0,2,"0,26%",8,"0,30%"
12/04/2025,193,1,"0,52%",0,1,0,0,"0,00%",1,"0,52%"
13/04/2025,112,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
14/04/2025,3371,12,"0,36%",6,4,0,2,"0,18%",6,"0,18%"
15/04/2025,3066,14,"0,46%",5,4,1,4,"0,16%",9,"0,29%"
16/04/2025,2903,13,"0,45%",6,3,3,1,"0,21%",7,"0,24%"
17/04/2025,2562,15,"0,59%",4,5,5,1,"0,16%",11,"0,43%"
18/04/2025,126,2,"1,59%",1,1,0,0,"0,79%",1,"0,79%"
19/04/2025,149,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
20/04/2025,55,1,"1,82%",0,1,0,0,"0,00%",1,"1,82%"
21/04/2025,215,2,"0,93%",0,2,0,0,"0,00%",2,"0,93%"
22/04/2025,3336,10,"0,30%",3,1,4,2,"0,09%",7,"0,21%"
23/04/2025,3136,18,"0,57%",5,10,1,2,"0,16%",13,"0,41%"
24/04/2025,3534,12,"0,34%",2,7,1,2,"0,06%",10,"0,28%"
25/04/2025,2952,10,"0,34%",6,1,2,1,"0,20%",4,"0,14%"
26/04/2025,187,2,"1,07%",2,0,0,0,"1,07%",0,"0,00%"
27/04/2025,141,1,"0,71%",0,1,0,0,"0,00%",1,"0,71%"
28/04/2025,3593,5,"0,14%",1,1,2,1,"0,03%",4,"0,11%"
29/04/2025,3361,13,"0,39%",4,3,0,6,"0,12%",9,"0,27%"
30/04/2025,3353,7,"0,21%",5,1,1,0,"0,15%",2,"0,06%"
01/05/2025,212,6,"2,83%",2,1,2,1,"0,94%",4,"1,89%"
02/05/2025,3249,12,"0,37%",4,4,0,4,"0,12%",8,"0,25%"
03/05/2025,239,3,"1,26%",2,0,1,0,"0,84%",1,"0,42%"
04/05/2025,145,1,"0,69%",0,0,0,1,"0,00%",1,"0,69%"
05/05/2025,5525,18,"0,33%",9,5,0,4,"0,16%",9,"0,16%"
06/05/2025,4085,18,"0,44%",9,5,2,2,"0,22%",9,"0,22%"
07/05/2025,4049,11,"0,27%",5,4,1,1,"0,12%",6,"0,15%"
08/05/2025,3624,7,"0,19%",4,2,0,1,"0,11%",3,"0,08%"
09/05/2025,3388,14,"0,41%",3,7,2,2,"0,09%",11,"0,32%"
10/05/2025,257,3,"1,17%",1,2,0,0,"0,39%",2,"0,78%"
11/05/2025,137,1,"0,73%",0,1,0,0,"0,00%",1,"0,73%"
12/05/2025,4834,12,"0,25%",5,5,0,2,"0,10%",7,"0,14%"
13/05/2025,3948,15,"0,38%",6,5,4,0,"0,15%",9,"0,23%"
14/05/2025,3595,29,"0,81%",14,15,0,0,"0,39%",15,"0,42%"
15/05/2025,4065,23,"0,57%",6,11,4,2,"0,15%",17,"0,42%"
16/05/2025,3506,20,"0,57%",6,10,2,2,"0,17%",14,"0,40%"
17/05/2025,180,3,"1,67%",2,1,0,0,"1,11%",1,"0,56%"
18/05/2025,118,2,"1,69%",1,0,1,0,"0,85%",1,"0,85%"
19/05/2025,3666,25,"0,68%",10,10,1,4,"0,27%",15,"0,41%"
20/05/2025,3389,8,"0,24%",2,4,0,2,"0,06%",6,"0,18%"
21/05/2025,3337,15,"0,45%",6,6,1,2,"0,18%",9,"0,27%"
22/05/2025,3202,14,"0,44%",3,4,5,2,"0,09%",11,"0,34%"
23/05/2025,2832,13,"0,46%",6,5,1,1,"0,21%",7,"0,25%"
24/05/2025,187,1,"0,53%",1,0,0,0,"0,53%",0,"0,00%"
25/05/2025,133,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
26/05/2025,3431,16,"0,47%",4,5,4,3,"0,12%",12,"0,35%"
27/05/2025,3691,12,"0,33%",7,2,2,1,"0,19%",5,"0,14%"
28/05/2025,3297,6,"0,18%",4,1,1,0,"0,12%",2,"0,06%"
29/05/2025,3009,15,"0,50%",8,4,1,2,"0,27%",7,"0,23%"
30/05/2025,2607,10,"0,38%",3,3,2,2,"0,12%",7,"0,27%"
31/05/2025,191,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
01/06/2025,136,2,"1,47%",2,0,0,0,"1,47%",0,"0,00%"
02/06/2025,3343,9,"0,27%",6,3,0,0,"0,18%",3,"0,09%"
03/06/2025,3610,18,"0,50%",10,5,0,3,"0,28%",8,"0,22%"
04/06/2025,3765,9,"0,24%",4,2,1,2,"0,11%",5,"0,13%"
05/06/2025,3578,16,"0,45%",6,6,1,3,"0,17%",10,"0,28%"
06/06/2025,3130,8,"0,26%",5,1,0,2,"0,16%",3,"0,10%"
07/06/2025,217,2,"0,92%",1,1,0,0,"0,46%",1,"0,46%"
08/06/2025,183,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/06/2025,4954,18,"0,36%",6,8,3,1,"0,12%",12,"0,24%"
10/06/2025,4478,12,"0,27%",1,5,2,4,"0,02%",11,"0,25%"
11/06/2025,3867,11,"0,28%",5,3,3,0,"0,13%",6,"0,16%"
12/06/2025,3283,6,"0,18%",3,1,1,1,"0,09%",3,"0,09%"
13/06/2025,4242,13,"0,31%",3,5,4,1,"0,07%",10,"0,24%"
14/06/2025,208,2,"0,96%",1,0,0,1,"0,48%",1,"0,48%"
15/06/2025,118,1,"0,85%",0,0,1,0,"0,00%",1,"0,85%"
